event_ts,event_id,event_type,account_name,region,kind,severity,text
2026-03-04T11:00:00,EV500441,crm_note,Sterling Industries,West,account_review,2,Quarterly catch up. No issues raised.
2026-03-06T12:11:00,EV500442,support_ticket,Kalpana Traders,North,quality,3,Packaging on SO111267 was torn on arrival.
2026-03-06T08:21:00,EV500443,support_ticket,Deccan Supply,South,billing,3,Purchase order number missing from the invoice for SO138980.
2026-03-06T18:36:00,EV500444,support_ticket,Vayu Logistics,West,quality,3,Packaging on SO101664 was torn on arrival.
2026-03-07T11:57:00,EV500445,support_ticket,Orbit Retail,West,billing,3,Invoice against SO148871 shows the old rate. Please issue a correction.
2026-03-08T17:45:00,EV500446,support_ticket,Deccan Supply,South,delivery_delay,2,Third late delivery this month against order SO156920. This is becoming a problem.
2026-03-11T09:07:00,EV500447,support_ticket,Meridian Group,North,quality,3,Packaging on SO110110 was torn on arrival.
2026-03-11T11:00:00,EV500448,crm_note,Meridian Group,North,account_review,2,Quarterly catch up. No issues raised.
2026-03-11T11:00:00,EV500449,crm_note,Vayu Logistics,West,account_review,2,Quarterly catch up. No issues raised.
2026-03-11T11:00:00,EV500450,crm_note,Orbit Retail,West,account_review,2,Quarterly catch up. No issues raised.
2026-03-12T11:08:00,EV500451,support_ticket,Ganges Distributors,East,delivery_delay,2,Delivery for SO172630 slipped again. Our production line was held up waiting for it.
2026-03-14T10:33:00,EV500452,support_ticket,Bluewater Co,South,billing,1,Invoice against SO155662 shows the old rate. Please issue a correction.
2026-03-14T09:47:00,EV500453,support_ticket,Ganges Distributors,East,delivery_delay,2,Delivery for SO174867 slipped again. Our production line was held up waiting for it.
2026-03-15T15:41:00,EV500454,support_ticket,Bluewater Co,South,billing,2,Invoice against SO197293 shows the old rate. Please issue a correction.
2026-03-15T18:39:00,EV500455,support_ticket,Bluewater Co,South,billing,2,Purchase order number missing from the invoice for SO118492.
2026-03-16T11:41:00,EV500456,support_ticket,Bluewater Co,South,quality,2,Two cartons in SO186854 arrived damaged. Requesting replacement.
2026-03-17T18:13:00,EV500457,support_ticket,Meridian Group,North,quality,3,Packaging on SO153960 was torn on arrival.
2026-03-17T17:30:00,EV500458,support_ticket,Deccan Supply,South,delivery_delay,1,Delivery for SO149217 slipped again. Our production line was held up waiting for it.
2026-03-18T15:05:00,EV500459,support_ticket,Kalpana Traders,North,billing,2,Purchase order number missing from the invoice for SO166765.
2026-03-18T12:35:00,EV500460,support_ticket,Orbit Retail,West,billing,2,Purchase order number missing from the invoice for SO191631.
2026-03-18T11:00:00,EV500461,crm_note,Meridian Group,North,account_review,2,Quarterly catch up. No issues raised.
2026-03-18T11:00:00,EV500462,crm_note,Deccan Supply,South,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-03-18T11:00:00,EV500463,crm_note,Bluewater Co,South,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-03-19T13:36:00,EV500464,support_ticket,Deccan Supply,South,delivery_delay,2,We were not notified that SO122800 would be late. Please escalate.
2026-03-19T11:17:00,EV500465,support_ticket,Bluewater Co,South,delivery_delay,2,Delivery for SO172344 slipped again. Our production line was held up waiting for it.
2026-03-19T12:08:00,EV500466,support_ticket,Sterling Industries,West,quality,3,Packaging on SO174341 was torn on arrival.
2026-03-20T12:47:00,EV500467,support_ticket,Sterling Industries,West,billing,2,Invoice against SO179477 shows the old rate. Please issue a correction.
2026-03-20T17:28:00,EV500468,support_ticket,Vayu Logistics,West,delivery_delay,2,We were not notified that SO111300 would be late. Please escalate.
2026-03-21T09:09:00,EV500469,support_ticket,Deccan Supply,South,delivery_delay,2,We were not notified that SO136770 would be late. Please escalate.
2026-03-21T15:42:00,EV500470,support_ticket,Bluewater Co,South,billing,1,Purchase order number missing from the invoice for SO156947.
2026-03-23T16:14:00,EV500471,support_ticket,Orbit Retail,West,billing,1,Purchase order number missing from the invoice for SO146715.
2026-03-25T11:00:00,EV500472,crm_note,Kalpana Traders,North,account_review,2,Quarterly catch up. No issues raised.
2026-03-25T11:00:00,EV500473,crm_note,Bluewater Co,South,account_review,2,Quarterly catch up. No issues raised.
2026-03-25T11:00:00,EV500474,crm_note,Ganges Distributors,East,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-03-25T11:00:00,EV500475,crm_note,Acme Corp,West,account_review,2,Reviewed the product roadmap with the account team.
2026-03-25T11:00:00,EV500476,crm_note,Vayu Logistics,West,account_review,2,Reviewed the product roadmap with the account team.
2026-03-26T18:13:00,EV500477,support_ticket,Meridian Group,North,delivery_delay,1,We were not notified that SO176296 would be late. Please escalate.
2026-03-26T08:50:00,EV500478,support_ticket,Orbit Retail,West,billing,1,Invoice against SO156168 shows the old rate. Please issue a correction.
2026-03-30T13:43:00,EV500479,support_ticket,Acme Corp,West,delivery_delay,2,Delivery for SO199580 slipped again. Our production line was held up waiting for it.
2026-03-30T17:11:00,EV500480,support_ticket,Orbit Retail,West,quality,2,Two cartons in SO121302 arrived damaged. Requesting replacement.
2026-03-30T08:17:00,EV500481,support_ticket,Orbit Retail,West,quality,3,Packaging on SO150301 was torn on arrival.
2026-03-31T15:03:00,EV500482,support_ticket,Meridian Group,North,delivery_delay,3,Third late delivery this month against order SO198984. This is becoming a problem.
2026-04-01T14:18:00,EV500483,support_ticket,Deccan Supply,South,billing,2,Purchase order number missing from the invoice for SO172301.
2026-04-01T08:28:00,EV500484,support_ticket,Bluewater Co,South,quality,2,Two cartons in SO164202 arrived damaged. Requesting replacement.
2026-04-01T12:06:00,EV500485,support_ticket,Orbit Retail,West,delivery_delay,1,We were not notified that SO139507 would be late. Please escalate.
2026-04-01T11:00:00,EV500486,crm_note,Meridian Group,North,account_review,2,Quarterly catch up. No issues raised.
2026-04-01T11:00:00,EV500487,crm_note,Kalpana Traders,North,account_review,2,Quarterly catch up. No issues raised.
2026-04-01T11:00:00,EV500488,crm_note,Deccan Supply,South,account_review,2,Quarterly catch up. No issues raised.
2026-04-01T11:00:00,EV500489,crm_note,Ganges Distributors,East,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-04-01T11:00:00,EV500490,crm_note,Acme Corp,West,account_review,2,Reviewed the product roadmap with the account team.
2026-04-01T11:00:00,EV500491,crm_note,Sterling Industries,West,account_review,2,Quarterly catch up. No issues raised.
2026-04-01T11:00:00,EV500492,crm_note,Orbit Retail,West,account_review,2,Quarterly catch up. No issues raised.
2026-04-02T15:19:00,EV500493,support_ticket,Meridian Group,North,quality,3,Packaging on SO151771 was torn on arrival.
2026-04-04T08:29:00,EV500494,support_ticket,Meridian Group,North,quality,2,Two cartons in SO171014 arrived damaged. Requesting replacement.
2026-04-04T16:21:00,EV500495,support_ticket,Bluewater Co,South,quality,3,Packaging on SO183232 was torn on arrival.
2026-04-04T15:00:00,EV500496,support_ticket,Sterling Industries,West,quality,2,Packaging on SO154639 was torn on arrival.
2026-04-05T14:41:00,EV500497,support_ticket,Kalpana Traders,North,quality,3,Packaging on SO153365 was torn on arrival.
2026-04-06T10:05:00,EV500498,support_ticket,Meridian Group,North,delivery_delay,3,Delivery for SO172879 slipped again. Our production line was held up waiting for it.
2026-04-06T18:55:00,EV500499,support_ticket,Deccan Supply,South,quality,2,Two cartons in SO100776 arrived damaged. Requesting replacement.
2026-04-06T13:42:00,EV500500,support_ticket,Orbit Retail,West,billing,1,Purchase order number missing from the invoice for SO161448.
2026-04-08T17:27:00,EV500501,support_ticket,Acme Corp,West,delivery_delay,1,We were not notified that SO149206 would be late. Please escalate.
2026-04-08T12:14:00,EV500502,support_ticket,Acme Corp,West,quality,3,Two cartons in SO109222 arrived damaged. Requesting replacement.
2026-04-08T11:00:00,EV500503,crm_note,Meridian Group,North,account_review,2,Quarterly catch up. No issues raised.
2026-04-08T11:00:00,EV500504,crm_note,Kalpana Traders,North,account_review,2,Reviewed the product roadmap with the account team.
2026-04-08T11:00:00,EV500505,crm_note,Acme Corp,West,account_review,2,Reviewed the product roadmap with the account team.
2026-04-08T11:00:00,EV500506,crm_note,Vayu Logistics,West,account_review,2,Reviewed the product roadmap with the account team.
2026-04-08T11:00:00,EV500507,crm_note,Orbit Retail,West,account_review,2,Quarterly catch up. No issues raised.
2026-04-09T15:13:00,EV500508,support_ticket,Kalpana Traders,North,delivery_delay,1,We were not notified that SO195934 would be late. Please escalate.
2026-04-09T09:22:00,EV500509,support_ticket,Orbit Retail,West,billing,1,Purchase order number missing from the invoice for SO171447.
2026-04-11T13:35:00,EV500510,support_ticket,Meridian Group,North,delivery_delay,1,We were not notified that SO147583 would be late. Please escalate.
2026-04-11T13:09:00,EV500511,support_ticket,Kalpana Traders,North,quality,1,Packaging on SO136359 was torn on arrival.
2026-04-12T11:02:00,EV500512,support_ticket,Meridian Group,North,billing,1,Purchase order number missing from the invoice for SO195658.
2026-04-12T14:07:00,EV500513,support_ticket,Bluewater Co,South,delivery_delay,1,Third late delivery this month against order SO105437. This is becoming a problem.
2026-04-13T13:25:00,EV500514,support_ticket,Bluewater Co,South,billing,3,Purchase order number missing from the invoice for SO181680.
2026-04-13T08:19:00,EV500515,support_ticket,Ganges Distributors,East,quality,1,Packaging on SO172956 was torn on arrival.
2026-04-13T12:46:00,EV500516,support_ticket,Ironwood Ltd,East,billing,3,Invoice against SO192061 shows the old rate. Please issue a correction.
2026-04-14T17:24:00,EV500517,support_ticket,Ironwood Ltd,East,billing,1,Invoice against SO137897 shows the old rate. Please issue a correction.
2026-04-14T13:37:00,EV500518,support_ticket,Vayu Logistics,West,delivery_delay,2,We were not notified that SO154681 would be late. Please escalate.
2026-04-15T11:00:00,EV500519,crm_note,Meridian Group,North,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-04-15T11:00:00,EV500520,crm_note,Kalpana Traders,North,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-04-15T11:00:00,EV500521,crm_note,Deccan Supply,South,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-04-15T11:00:00,EV500522,crm_note,Bluewater Co,South,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-04-15T11:00:00,EV500523,crm_note,Ganges Distributors,East,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-04-15T11:00:00,EV500524,crm_note,Sterling Industries,West,account_review,2,Reviewed the product roadmap with the account team.
2026-04-15T11:00:00,EV500525,crm_note,Vayu Logistics,West,account_review,2,Reviewed the product roadmap with the account team.
2026-04-16T12:18:00,EV500526,support_ticket,Meridian Group,North,quality,1,Packaging on SO129331 was torn on arrival.
2026-04-17T14:08:00,EV500527,support_ticket,Meridian Group,North,delivery_delay,2,Third late delivery this month against order SO145722. This is becoming a problem.
2026-04-17T08:31:00,EV500528,support_ticket,Vayu Logistics,West,billing,3,Invoice against SO197292 shows the old rate. Please issue a correction.
2026-04-21T16:41:00,EV500529,support_ticket,Kalpana Traders,North,quality,3,Packaging on SO126696 was torn on arrival.
2026-04-21T18:20:00,EV500530,support_ticket,Sterling Industries,West,delivery_delay,3,Third late delivery this month against order SO104851. This is becoming a problem.
2026-04-22T13:40:00,EV500531,support_ticket,Kalpana Traders,North,quality,1,Two cartons in SO145217 arrived damaged. Requesting replacement.
2026-04-22T11:12:00,EV500532,support_ticket,Acme Corp,West,delivery_delay,2,We were not notified that SO173207 would be late. Please escalate.
2026-04-22T11:00:00,EV500533,crm_note,Kalpana Traders,North,account_review,2,Quarterly catch up. No issues raised.
2026-04-22T11:00:00,EV500534,crm_note,Deccan Supply,South,account_review,2,Quarterly catch up. No issues raised.
2026-04-22T11:00:00,EV500535,crm_note,Ganges Distributors,East,account_review,2,Quarterly catch up. No issues raised.
2026-04-22T11:00:00,EV500536,crm_note,Sterling Industries,West,account_review,2,Reviewed the product roadmap with the account team.
2026-04-22T11:00:00,EV500537,crm_note,Orbit Retail,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-04-23T11:39:00,EV500538,support_ticket,Bluewater Co,South,quality,1,Packaging on SO169648 was torn on arrival.
2026-04-23T18:43:00,EV500539,support_ticket,Orbit Retail,West,delivery_delay,3,Consignment SO165905 was promised on 2026-04-20 and has still not arrived at our depot.
2026-04-25T16:05:00,EV500540,support_ticket,Ironwood Ltd,East,quality,1,Two cartons in SO168116 arrived damaged. Requesting replacement.
2026-04-26T14:43:00,EV500541,support_ticket,Meridian Group,North,quality,1,Packaging on SO121423 was torn on arrival.
2026-04-26T12:06:00,EV500542,support_ticket,Acme Corp,West,delivery_delay,3,We were not notified that SO189530 would be late. Please escalate.
2026-04-29T10:10:00,EV500543,support_ticket,Meridian Group,North,quality,1,Packaging on SO136973 was torn on arrival.
2026-04-29T09:50:00,EV500544,support_ticket,Bluewater Co,South,billing,2,Invoice against SO195862 shows the old rate. Please issue a correction.
2026-04-29T12:34:00,EV500545,support_ticket,Ironwood Ltd,East,delivery_delay,3,Consignment SO139675 was promised on 2026-04-24 and has still not arrived at our depot.
2026-04-29T11:00:00,EV500546,crm_note,Meridian Group,North,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-04-29T11:00:00,EV500547,crm_note,Ganges Distributors,East,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-04-29T11:00:00,EV500548,crm_note,Ironwood Ltd,East,account_review,2,Reviewed the product roadmap with the account team.
2026-04-29T11:00:00,EV500549,crm_note,Acme Corp,West,account_review,2,Quarterly catch up. No issues raised.
2026-04-29T11:00:00,EV500550,crm_note,Sterling Industries,West,account_review,2,Quarterly catch up. No issues raised.
2026-04-29T11:00:00,EV500551,crm_note,Orbit Retail,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-04-30T09:19:00,EV500552,support_ticket,Meridian Group,North,billing,2,Invoice against SO193903 shows the old rate. Please issue a correction.
2026-05-02T14:16:00,EV500553,support_ticket,Ironwood Ltd,East,quality,1,Two cartons in SO136470 arrived damaged. Requesting replacement.
2026-05-02T11:06:00,EV500554,support_ticket,Acme Corp,West,billing,1,Purchase order number missing from the invoice for SO186765.
2026-05-03T16:24:00,EV500555,support_ticket,Ironwood Ltd,East,billing,2,Purchase order number missing from the invoice for SO116912.
2026-05-04T10:30:00,EV500556,support_ticket,Acme Corp,West,quality,3,Packaging on SO169951 was torn on arrival.
2026-05-05T15:36:00,EV500557,support_ticket,Acme Corp,West,quality,1,Two cartons in SO146726 arrived damaged. Requesting replacement.
2026-05-05T15:27:00,EV500558,support_ticket,Orbit Retail,West,delivery_delay,3,Delivery for SO152276 slipped again. Our production line was held up waiting for it.
2026-05-06T17:32:00,EV500559,support_ticket,Bluewater Co,South,billing,1,Invoice against SO159281 shows the old rate. Please issue a correction.
2026-05-06T12:49:00,EV500560,support_ticket,Bluewater Co,South,delivery_delay,1,Consignment SO129262 was promised on 2026-04-29 and has still not arrived at our depot.
2026-05-06T17:30:00,EV500561,support_ticket,Ganges Distributors,East,delivery_delay,2,Delivery for SO198560 slipped again. Our production line was held up waiting for it.
2026-05-06T11:00:00,EV500562,crm_note,Meridian Group,North,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-05-06T11:00:00,EV500563,crm_note,Deccan Supply,South,account_review,2,Reviewed the product roadmap with the account team.
2026-05-06T11:00:00,EV500564,crm_note,Ironwood Ltd,East,account_review,2,Quarterly catch up. No issues raised.
2026-05-06T11:00:00,EV500565,crm_note,Acme Corp,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-05-06T11:00:00,EV500566,crm_note,Sterling Industries,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-05-06T11:00:00,EV500567,crm_note,Vayu Logistics,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-05-06T11:00:00,EV500568,crm_note,Orbit Retail,West,account_review,2,Quarterly catch up. No issues raised.
2026-05-07T14:18:00,EV500569,support_ticket,Orbit Retail,West,quality,3,Packaging on SO169599 was torn on arrival.
2026-05-09T11:09:00,EV500570,support_ticket,Deccan Supply,South,quality,2,Packaging on SO134560 was torn on arrival.
2026-05-09T15:52:00,EV500571,support_ticket,Sterling Industries,West,billing,3,Purchase order number missing from the invoice for SO173391.
2026-05-10T18:29:00,EV500572,support_ticket,Bluewater Co,South,billing,3,Invoice against SO186188 shows the old rate. Please issue a correction.
2026-05-10T17:42:00,EV500573,support_ticket,Ironwood Ltd,East,quality,2,Two cartons in SO184260 arrived damaged. Requesting replacement.
2026-05-12T15:26:00,EV500574,support_ticket,Bluewater Co,South,delivery_delay,1,Consignment SO164930 was promised on 2026-05-08 and has still not arrived at our depot.
2026-05-13T10:01:00,EV500575,support_ticket,Meridian Group,North,billing,3,Purchase order number missing from the invoice for SO113704.
2026-05-13T09:29:00,EV500576,support_ticket,Acme Corp,West,billing,1,Purchase order number missing from the invoice for SO183219.
2026-05-13T11:00:00,EV500577,crm_note,Meridian Group,North,account_review,2,Reviewed the product roadmap with the account team.
2026-05-13T11:00:00,EV500578,crm_note,Kalpana Traders,North,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-05-13T11:00:00,EV500579,crm_note,Acme Corp,West,account_review,2,Reviewed the product roadmap with the account team.
2026-05-13T11:00:00,EV500580,crm_note,Sterling Industries,West,account_review,2,Reviewed the product roadmap with the account team.
2026-05-13T11:00:00,EV500581,crm_note,Orbit Retail,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-05-14T13:40:00,EV500582,support_ticket,Deccan Supply,South,quality,1,Packaging on SO114926 was torn on arrival.
2026-05-14T14:30:00,EV500583,support_ticket,Bluewater Co,South,delivery_delay,1,Consignment SO110883 was promised on 2026-05-10 and has still not arrived at our depot.
2026-05-14T10:12:00,EV500584,support_ticket,Ironwood Ltd,East,billing,3,Purchase order number missing from the invoice for SO173534.
2026-05-14T14:00:00,EV500585,support_ticket,Vayu Logistics,West,billing,1,Invoice against SO174017 shows the old rate. Please issue a correction.
2026-05-16T10:45:00,EV500586,support_ticket,Kalpana Traders,North,billing,2,Purchase order number missing from the invoice for SO165549.
2026-05-16T08:25:00,EV500587,support_ticket,Kalpana Traders,North,quality,1,Packaging on SO155140 was torn on arrival.
2026-05-16T09:46:00,EV500588,support_ticket,Acme Corp,West,delivery_delay,2,Delivery for SO138379 slipped again. Our production line was held up waiting for it.
2026-05-16T10:39:00,EV500589,support_ticket,Vayu Logistics,West,billing,2,Purchase order number missing from the invoice for SO153461.
2026-05-17T16:05:00,EV500590,support_ticket,Deccan Supply,South,delivery_delay,1,We were not notified that SO192571 would be late. Please escalate.
2026-05-19T10:04:00,EV500591,support_ticket,Meridian Group,North,billing,3,Purchase order number missing from the invoice for SO112134.
2026-05-20T08:34:00,EV500592,support_ticket,Kalpana Traders,North,delivery_delay,3,Third late delivery this month against order SO131004. This is becoming a problem.
2026-05-20T14:06:00,EV500593,support_ticket,Acme Corp,West,delivery_delay,3,Delivery for SO114660 slipped again. Our production line was held up waiting for it.
2026-05-20T10:10:00,EV500594,support_ticket,Vayu Logistics,West,quality,2,Packaging on SO104510 was torn on arrival.
2026-05-20T11:00:00,EV500595,crm_note,Meridian Group,North,account_review,2,Reviewed the product roadmap with the account team.
2026-05-20T11:00:00,EV500596,crm_note,Kalpana Traders,North,account_review,2,Reviewed the product roadmap with the account team.
2026-05-20T11:00:00,EV500597,crm_note,Deccan Supply,South,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-05-20T11:00:00,EV500598,crm_note,Bluewater Co,South,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-05-20T11:00:00,EV500599,crm_note,Acme Corp,West,account_review,2,Reviewed the product roadmap with the account team.
2026-05-20T11:00:00,EV500600,crm_note,Orbit Retail,West,account_review,2,Reviewed the product roadmap with the account team.
2026-05-21T15:10:00,EV500601,support_ticket,Kalpana Traders,North,quality,3,Packaging on SO144863 was torn on arrival.
2026-05-22T13:14:00,EV500602,support_ticket,Meridian Group,North,quality,3,Packaging on SO124607 was torn on arrival.
2026-05-23T11:47:00,EV500603,support_ticket,Vayu Logistics,West,billing,2,Purchase order number missing from the invoice for SO133839.
2026-05-24T16:56:00,EV500604,support_ticket,Sterling Industries,West,delivery_delay,1,We were not notified that SO157342 would be late. Please escalate.
2026-05-25T10:40:00,EV500605,support_ticket,Meridian Group,North,quality,1,Two cartons in SO150749 arrived damaged. Requesting replacement.
2026-05-25T09:03:00,EV500606,support_ticket,Ganges Distributors,East,billing,3,Invoice against SO114222 shows the old rate. Please issue a correction.
2026-05-25T10:48:00,EV500607,support_ticket,Vayu Logistics,West,delivery_delay,1,Consignment SO182950 was promised on 2026-05-18 and has still not arrived at our depot.
2026-05-25T16:18:00,EV500608,support_ticket,Orbit Retail,West,quality,3,Two cartons in SO157197 arrived damaged. Requesting replacement.
2026-05-26T12:42:00,EV500609,support_ticket,Meridian Group,North,quality,2,Packaging on SO189109 was torn on arrival.
2026-05-26T16:23:00,EV500610,support_ticket,Ironwood Ltd,East,quality,1,Packaging on SO125156 was torn on arrival.
2026-05-26T12:20:00,EV500611,support_ticket,Sterling Industries,West,billing,2,Purchase order number missing from the invoice for SO100598.
2026-05-27T11:00:00,EV500612,crm_note,Meridian Group,North,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-05-27T11:00:00,EV500613,crm_note,Kalpana Traders,North,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-05-27T11:00:00,EV500614,crm_note,Deccan Supply,South,account_review,2,Quarterly catch up. No issues raised.
2026-05-27T11:00:00,EV500615,crm_note,Vayu Logistics,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-05-28T12:51:00,EV500616,support_ticket,Ganges Distributors,East,delivery_delay,3,We were not notified that SO114962 would be late. Please escalate.
2026-05-29T18:19:00,EV500617,support_ticket,Sterling Industries,West,billing,2,Invoice against SO196824 shows the old rate. Please issue a correction.
2026-05-29T09:25:00,EV500618,support_ticket,Sterling Industries,West,billing,3,Invoice against SO167099 shows the old rate. Please issue a correction.
2026-05-30T12:11:00,EV500619,support_ticket,Sterling Industries,West,billing,1,Purchase order number missing from the invoice for SO176564.
2026-05-31T15:45:00,EV500620,support_ticket,Kalpana Traders,North,billing,2,Invoice against SO131742 shows the old rate. Please issue a correction.
2026-05-31T11:07:00,EV500621,support_ticket,Bluewater Co,South,delivery_delay,2,Consignment SO116491 was promised on 2026-05-28 and has still not arrived at our depot.
2026-05-31T17:54:00,EV500622,support_ticket,Bluewater Co,South,delivery_delay,1,Consignment SO114571 was promised on 2026-05-23 and has still not arrived at our depot.
2026-05-31T09:41:00,EV500623,support_ticket,Vayu Logistics,West,quality,3,Packaging on SO157312 was torn on arrival.
2026-06-01T14:35:00,EV500624,support_ticket,Kalpana Traders,North,quality,1,Packaging on SO168416 was torn on arrival.
2026-06-01T14:12:00,EV500625,support_ticket,Acme Corp,West,delivery_delay,2,Consignment SO173210 was promised on 2026-05-28 and has still not arrived at our depot.
2026-06-02T11:45:00,EV500626,support_ticket,Vayu Logistics,West,delivery_delay,3,Delivery for SO112897 slipped again. Our production line was held up waiting for it.
2026-06-02T13:26:00,EV500627,support_ticket,Orbit Retail,West,billing,2,Invoice against SO198710 shows the old rate. Please issue a correction.
2026-06-03T13:53:00,EV500628,support_ticket,Sterling Industries,West,delivery_delay,1,We were not notified that SO157722 would be late. Please escalate.
2026-06-03T11:00:00,EV500629,crm_note,Meridian Group,North,account_review,2,Reviewed the product roadmap with the account team.
2026-06-03T11:00:00,EV500630,crm_note,Kalpana Traders,North,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-06-03T11:00:00,EV500631,crm_note,Deccan Supply,South,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-06-03T11:00:00,EV500632,crm_note,Ironwood Ltd,East,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-06-03T11:00:00,EV500633,crm_note,Sterling Industries,West,account_review,2,Quarterly catch up. No issues raised.
2026-06-03T11:00:00,EV500634,crm_note,Vayu Logistics,West,account_review,2,Reviewed the product roadmap with the account team.
2026-06-04T13:37:00,EV500635,support_ticket,Meridian Group,North,quality,1,Two cartons in SO130666 arrived damaged. Requesting replacement.
2026-06-04T17:33:00,EV500636,support_ticket,Kalpana Traders,North,delivery_delay,1,We were not notified that SO146469 would be late. Please escalate.
2026-06-05T08:50:00,EV500637,support_ticket,Ganges Distributors,East,billing,2,Invoice against SO117036 shows the old rate. Please issue a correction.
2026-06-05T14:57:00,EV500638,support_ticket,Acme Corp,West,quality,3,Packaging on SO129628 was torn on arrival.
2026-06-05T17:25:00,EV500639,support_ticket,Sterling Industries,West,billing,3,Purchase order number missing from the invoice for SO198413.
2026-06-05T14:50:00,EV500640,support_ticket,Sterling Industries,West,quality,3,Packaging on SO118782 was torn on arrival.
2026-06-06T13:56:00,EV500641,support_ticket,Sterling Industries,West,delivery_delay,3,Delivery for SO118939 slipped again. Our production line was held up waiting for it.
2026-06-06T15:57:00,EV500642,support_ticket,Sterling Industries,West,billing,2,Purchase order number missing from the invoice for SO103065.
2026-06-06T11:09:00,EV500643,support_ticket,Orbit Retail,West,quality,2,Packaging on SO197980 was torn on arrival.
2026-06-08T11:41:00,EV500644,support_ticket,Acme Corp,West,delivery_delay,1,Third late delivery this month against order SO101880. This is becoming a problem.
2026-06-09T13:49:00,EV500645,support_ticket,Deccan Supply,South,billing,2,Purchase order number missing from the invoice for SO176249.
2026-06-09T16:44:00,EV500646,support_ticket,Ironwood Ltd,East,billing,1,Invoice against SO119756 shows the old rate. Please issue a correction.
2026-06-09T16:56:00,EV500647,support_ticket,Orbit Retail,West,delivery_delay,1,Consignment SO180391 was promised on 2026-06-06 and has still not arrived at our depot.
2026-06-10T08:23:00,EV500648,support_ticket,Meridian Group,North,billing,2,Purchase order number missing from the invoice for SO112076.
2026-06-10T14:20:00,EV500649,support_ticket,Ganges Distributors,East,quality,3,Two cartons in SO112180 arrived damaged. Requesting replacement.
2026-06-10T11:00:00,EV500650,crm_note,Meridian Group,North,account_review,2,Quarterly catch up. No issues raised.
2026-06-10T11:00:00,EV500651,crm_note,Kalpana Traders,North,account_review,2,Quarterly catch up. No issues raised.
2026-06-10T11:00:00,EV500652,crm_note,Ganges Distributors,East,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-06-10T11:00:00,EV500653,crm_note,Ironwood Ltd,East,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-06-10T11:00:00,EV500654,crm_note,Vayu Logistics,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-06-10T11:00:00,EV500655,crm_note,Orbit Retail,West,account_review,2,Discussed upcoming volumes. Outlook broadly stable.
2026-06-11T15:25:00,EV500656,support_ticket,Orbit Retail,West,billing,1,Invoice against SO178810 shows the old rate. Please issue a correction.
2026-06-12T17:22:00,EV500657,support_ticket,Vayu Logistics,West,billing,1,Purchase order number missing from the invoice for SO161039.
2026-06-13T18:14:00,EV500658,support_ticket,Vayu Logistics,West,billing,2,Invoice against SO147062 shows the old rate. Please issue a correction.
2026-06-14T16:03:00,EV500659,support_ticket,Bluewater Co,South,billing,3,Purchase order number missing from the invoice for SO176095.
2026-06-14T14:51:00,EV500660,support_ticket,Ganges Distributors,East,billing,1,Purchase order number missing from the invoice for SO108295.
2026-06-15T16:09:00,EV500661,support_ticket,Meridian Group,North,delivery_delay,1,We were not notified that SO138497 would be late. Please escalate.
2026-06-15T17:17:00,EV500662,support_ticket,Acme Corp,West,quality,3,Two cartons in SO146365 arrived damaged. Requesting replacement.
2026-06-16T17:29:00,EV500663,support_ticket,Ganges Distributors,East,quality,2,Two cartons in SO182903 arrived damaged. Requesting replacement.
2026-06-16T13:46:00,EV500664,support_ticket,Acme Corp,West,quality,1,Packaging on SO149884 was torn on arrival.
